,State,Gender,Specialty,OpioidP,NumGender,NumState,NumSpeciality,StateNumber,StateName,Population,Deaths
18198,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18199,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18200,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18201,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18202,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18203,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18204,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18205,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18206,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18207,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18208,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18209,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18210,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18211,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18212,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18213,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18214,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18215,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18216,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18217,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18218,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18219,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18220,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18221,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18222,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18223,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18224,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18225,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18226,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18227,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18228,OK,M,General,0,2,37,4,36,Oklahoma,3850568,777
18229,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18230,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18231,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18232,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18233,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18234,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18235,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18236,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18237,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18238,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18239,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18240,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18241,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18242,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18243,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18244,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18245,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18246,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18247,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18248,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18249,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18250,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18251,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18252,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18253,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18254,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18255,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18256,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18257,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18258,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18259,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18260,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18261,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18262,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18263,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18264,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18265,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18266,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18267,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18268,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18269,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18270,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18271,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18272,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18273,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18274,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18275,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18276,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18277,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18278,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18279,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18280,OK,M,General,0,2,37,4,36,Oklahoma,3850568,777
18281,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18282,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18283,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18284,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18285,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18286,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18287,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18288,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18289,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18290,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18291,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18292,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18293,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18294,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18295,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18296,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18297,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18298,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18299,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18300,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18301,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18302,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18303,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18304,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18305,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18306,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18307,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18308,OK,F,Surgeon,1,1,37,1,36,Oklahoma,3850568,777
18309,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18310,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18311,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18312,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18313,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18314,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18315,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18316,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18317,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18318,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18319,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18320,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18321,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18322,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18323,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18324,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18325,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18326,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18327,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18328,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18329,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18330,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18331,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18332,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18333,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18334,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18335,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18336,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18337,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18338,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18339,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18340,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18341,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18342,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18343,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18344,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18345,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18346,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18347,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18348,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18349,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18350,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18351,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18352,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18353,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18354,OK,F,General,0,1,37,4,36,Oklahoma,3850568,777
18355,OK,M,General,0,2,37,4,36,Oklahoma,3850568,777
18356,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18357,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18358,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18359,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18360,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18361,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18362,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18363,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18364,OK,F,other,0,1,37,2,36,Oklahoma,3850568,777
18365,OK,F,General,1,1,37,4,36,Oklahoma,3850568,777
18366,OK,M,General,0,2,37,4,36,Oklahoma,3850568,777
18367,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18368,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18369,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18370,OK,F,other,1,1,37,2,36,Oklahoma,3850568,777
18371,OK,M,other,1,2,37,2,36,Oklahoma,3850568,777
18372,OK,M,Surgeon,1,2,37,1,36,Oklahoma,3850568,777
18373,OK,M,other,0,2,37,2,36,Oklahoma,3850568,777
18374,OK,M,General,0,2,37,4,36,Oklahoma,3850568,777
18375,OK,M,General,1,2,37,4,36,Oklahoma,3850568,777
18376,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18377,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18378,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18379,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18380,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18381,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18382,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18383,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18384,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18385,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18386,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18387,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18388,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18389,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18390,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18391,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18392,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18393,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18394,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18395,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18396,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18397,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18398,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18399,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18400,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18401,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18402,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18403,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18404,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18405,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18406,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18407,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18408,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18409,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18410,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18411,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18412,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18413,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18414,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18415,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18416,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18417,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18418,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18419,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18420,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18421,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18422,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18423,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18424,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18425,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18426,OR,M,Surgeon,0,2,38,1,37,Oregon,3930065,522
18427,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18428,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18429,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18430,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18431,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18432,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18433,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18434,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18435,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18436,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18437,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18438,OR,M,Pain.Management,1,2,38,3,37,Oregon,3930065,522
18439,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18440,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18441,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18442,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18443,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18444,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18445,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18446,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18447,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18448,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18449,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18450,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18451,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18452,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18453,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18454,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18455,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18456,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18457,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18458,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18459,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18460,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18461,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18462,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18463,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18464,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18465,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18466,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18467,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18468,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18469,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18470,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18471,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18472,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18473,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18474,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18475,OR,M,Surgeon,0,2,38,1,37,Oregon,3930065,522
18476,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18477,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18478,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18479,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18480,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18481,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18482,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18483,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18484,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18485,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18486,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18487,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18488,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18489,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18490,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18491,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18492,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18493,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18494,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18495,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18496,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18497,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18498,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18499,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18500,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18501,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18502,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18503,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18504,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18505,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18506,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18507,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18508,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18509,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18510,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18511,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18512,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18513,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18514,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18515,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18516,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18517,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18518,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18519,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18520,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18521,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18522,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18523,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18524,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18525,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18526,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18527,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18528,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18529,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18530,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18531,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18532,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18533,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18534,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18535,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18536,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18537,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18538,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18539,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18540,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18541,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18542,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18543,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18544,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18545,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18546,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18547,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18548,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18549,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18550,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18551,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18552,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18553,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18554,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18555,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18556,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18557,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18558,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18559,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18560,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18561,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18562,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18563,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18564,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18565,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18566,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18567,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18568,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18569,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18570,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18571,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18572,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18573,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18574,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18575,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18576,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18577,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18578,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18579,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18580,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18581,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18582,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18583,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18584,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18585,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18586,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18587,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18588,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18589,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18590,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18591,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18592,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18593,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18594,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18595,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18596,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18597,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18598,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18599,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18600,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18601,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18602,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18603,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18604,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18605,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18606,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18607,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18608,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18609,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18610,OR,M,General,0,2,38,4,37,Oregon,3930065,522
18611,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18612,OR,M,Surgeon,1,2,38,1,37,Oregon,3930065,522
18613,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18614,OR,F,General,0,1,38,4,37,Oregon,3930065,522
18615,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18616,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18617,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18618,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18619,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18620,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18621,OR,F,General,1,1,38,4,37,Oregon,3930065,522
18622,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18623,OR,M,other,1,2,38,2,37,Oregon,3930065,522
18624,OR,M,Pain.Management,0,2,38,3,37,Oregon,3930065,522
18625,OR,M,other,0,2,38,2,37,Oregon,3930065,522
18626,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18627,OR,F,other,0,1,38,2,37,Oregon,3930065,522
18628,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18629,OR,M,General,1,2,38,4,37,Oregon,3930065,522
18630,OR,F,other,1,1,38,2,37,Oregon,3930065,522
18631,OR,M,other,1,2,38,2,37,Oregon,3930065,522
