"","NPI","Gender","State","Credentials","Specialty","Opioid.Prescriber"
"17493",1144418104,"M","CA","M.D.","Family Practice",1
"17494",1730153552,"M","FL","D.O.","Family Practice",1
"17495",1346675717,"F","NY","ANP","Nurse Practitioner",0
"17496",1477988590,"F","IN","FNP-BC","Nurse Practitioner",0
"17497",1194042309,"M","MI","DDS","Dentist",0
"17498",1780628487,"M","CA","MD","Family Practice",1
"17499",1124180781,"F","IL","M.ED., O.D.","Optometry",0
"17500",1811968613,"F","NY","M.D.","Cardiology",0
"17501",1508085119,"M","WI","D.D.S.","Dentist",1
"17502",1003038332,"M","OR","MD","Internal Medicine",1
"17503",1386734721,"M","FL","M.D","General Practice",1
"17504",1073505491,"M","FL","M.D.","Orthopedic Surgery",1
"17505",1851323000,"M","AL","MD","Family Practice",1
"17506",1497945836,"F","TX","MD","Emergency Medicine",1
"17507",1538221536,"M","GA","M.D.","Orthopedic Surgery",1
"17508",1689786055,"M","GA","M.D.","Neurology",1
"17509",1255376216,"M","FL","DO","Family Practice",0
"17510",1215170626,"M","CA","M.D.","Internal Medicine",1
"17511",1225040884,"M","CT","DMD","Oral Surgery (dentists only)",1
"17512",1366490393,"M","NM","MD","Internal Medicine",0
"17513",1669494431,"F","LA","MD","Dermatology",0
"17514",1306937735,"M","OH","M.D.","Emergency Medicine",1
"17515",1669407045,"M","PA","DMD","Dentist",0
"17516",1871557025,"M","NJ","MD","Internal Medicine",1
"17517",1720260318,"M","NJ","RPH.","Pharmacist",0
"17518",1194786517,"M","FL","M.D.","Obstetrics/Gynecology",1
"17519",1225135940,"M","IL","MD","Family Practice",1
"17520",1114073350,"F","CA","DDS","Dentist",0
"17521",1306061940,"M","MI","D.D.S.","Dentist",0
"17522",1487750253,"M","OH","MD","Internal Medicine",1
"17523",1134359854,"M","FL","DO","Family Practice",1
"17524",1659323855,"M","CT","MD","Internal Medicine",0
"17525",1295056067,"M","GA","","General Surgery",1
"17526",1851580088,"M","FL","MD","Nephrology",0
"17527",1144425687,"M","CA","M.D.","Urology",1
"17528",1932103595,"F","CA","MD","Internal Medicine",1
"17529",1720034234,"M","MN","MD","Family Practice",1
"17530",1841217858,"M","NV","MD","Family Practice",1
"17531",1629385117,"M","ND","MD, MPH","Internal Medicine",0
"17532",1285779009,"F","NY","","Nurse Practitioner",0
"17533",1578828992,"F","FL","FNP","Nurse Practitioner",0
"17534",1326059379,"M","GA","M.D.","Internal Medicine",1
"17535",1770895567,"M","WI","D.D.S.","Dentist",0
"17536",1548605843,"M","CA","","Student in an Organized Health Care Education/Training Program",0
"17537",1518978881,"M","GA","M.D.","Ophthalmology",0
"17538",1043324148,"F","FL","PHYSICIAN ASSISTANT","Physician Assistant",1
"17539",1871584193,"M","NY","DMD","Oral Surgery (dentists only)",1
"17540",1003807033,"M","OH","DO","Family Practice",1
"17541",1871605147,"M","IN","D.P.M.","Podiatry",1
"17542",1134212814,"M","OR","M.D.","Internal Medicine",1
"17543",1235337353,"F","IA","D.D.S.","Dentist",0
"17544",1508028937,"M","LA","MD","Cardiology",1
"17545",1053691113,"F","AL","O.D.","Optometry",0
"17546",1154574119,"M","IL","PA","Physician Assistant",1
"17547",1902119217,"M","AZ","D.D.S.","Dentist",1
"17548",1891884458,"M","MI","MD","Family Practice",1
"17549",1134307135,"F","CA","PA-C","Physician Assistant",1
"17550",1598867814,"M","NY","M.D.","Allergy/Immunology",0
"17551",1770555088,"M","NY","MD","Infectious Disease",1
"17552",1437140134,"M","MD","M.D.","Ophthalmology",0
"17553",1780691295,"M","NV","MD","Emergency Medicine",1
"17554",1104098250,"M","GA","M.D.","Obstetrics/Gynecology",0
"17555",1598883050,"M","UT","DDS","Dentist",0
"17556",1033164413,"M","AZ","MD","Psychiatry",0
"17557",1336162445,"M","NM","DPM","Podiatry",1
"17558",1679533913,"F","NY","OD","Optometry",0
"17559",1386791234,"F","GA","MD","Gastroenterology",0
"17560",1225059116,"F","CT","M.D.","Gastroenterology",0
"17561",1629154620,"M","FL","D.D.S.","Dentist",0
"17562",1750439436,"F","GA","M.D.","Internal Medicine",1
"17563",1508867474,"M","NC","MD","Urology",1
"17564",1770550295,"M","MS","M.D.","Gastroenterology",0
"17565",1114992054,"M","OK","MD","General Surgery",1
"17566",1891743498,"M","VA","MD","Family Practice",1
"17567",1982617502,"M","NC","M.D.","Physical Medicine and Rehabilitation",1
"17568",1396988366,"F","VA","MD","Otolaryngology",0
"17569",1366588253,"M","MO","MD","Orthopedic Surgery",1
"17570",1013092246,"M","NM","MD","Psychiatry",0
"17571",1265661490,"F","NY","FNP","Nurse Practitioner",0
"17572",1528286127,"F","NY","M.D.","Internal Medicine",0
"17573",1336222512,"F","KY","DO","Family Practice",1
"17574",1275583304,"M","MI","M.D.","General Surgery",0
"17575",1306819784,"M","NY","M.D","Internal Medicine",1
"17576",1891831046,"M","PR","M.D.","Internal Medicine",1
"17577",1760775621,"F","VA","","Student in an Organized Health Care Education/Training Program",0
"17578",1568416659,"M","PR","M.D.","Emergency Medicine",1
"17579",1417275033,"M","CA","MD, MPH","Family Practice",1
"17580",1831256288,"M","NY","M.D.","Psychiatry",0
"17581",1952309411,"M","NY","MD","Orthopedic Surgery",1
"17582",1447279898,"M","TN","MD","Hematology/Oncology",1
"17583",1003049925,"F","ID","FNP","Nurse Practitioner",1
"17584",1730169442,"F","DE","MD","Pediatric Medicine",1
"17585",1548274236,"M","FL","M.D.","Family Practice",0
"17586",1417230004,"F","TN","PA-C","Physician Assistant",0
"17587",1255516019,"M","GA","M.D.","Neurology",1
"17588",1235413329,"F","LA","APRN, FNP-C","Nurse Practitioner",1
"17589",1730302217,"M","MN","D.O.","Physical Medicine and Rehabilitation",1
"17590",1952477630,"F","TX","P.A.-C","Physician Assistant",1
"17591",1780800185,"F","CA","MD","Internal Medicine",1
"17592",1053610642,"M","FL","M.D.","Internal Medicine",1
"17593",1508825696,"F","WY","MD","Pediatric Medicine",0
"17594",1396898086,"M","WA","MD","Neurology",1
"17595",1639433964,"F","MO","DDS","Dentist",1
"17596",1093978793,"F","NJ","PA","Physician Assistant",1
"17597",1831350834,"M","PA","DDS","Dentist",0
"17598",1720017221,"F","IN","M.D.","Psychiatry",0
"17599",1326095480,"M","NJ","","Physician Assistant",1
"17600",1437360187,"M","PA","MD","Pulmonary Disease",0
"17601",1023087715,"M","MN","M.D.","Hematology/Oncology",1
"17602",1992904239,"M","VA","D.O.","Obstetrics/Gynecology",0
"17603",1457496705,"M","OR","M.D.","Interventional Pain Management",1
"17604",1578531091,"M","FL","O.D.","Optometry",0
"17605",1679751234,"F","MN","D.D.S.","Dentist",0
"17606",1518938281,"M","MD","M.D.","Vascular Surgery",0
"17607",1134237183,"M","SC","MD","Emergency Medicine",1
"17608",1114921590,"F","CO","M.D.","Family Practice",1
"17609",1992706352,"M","NM","M.D.","Family Practice",1
"17610",1770679730,"M","MA","MD","Otolaryngology",0
"17611",1194890251,"M","CA","DDS","Oral Surgery (dentists only)",1
"17612",1871732065,"M","NY","P.A.","Physician Assistant",1
"17613",1598737975,"F","CO","PA-C","Physician Assistant",1
"17614",1144546235,"M","CA","DDS","Dentist",0
"17615",1760521454,"F","CA","MD","Internal Medicine",1
"17616",1528153814,"F","NJ","PA","Physician Assistant",0
"17617",1396747168,"M","OK","D.O.","General Surgery",1
"17618",1366428112,"M","VA","O.D.","Optometry",0
"17619",1366493751,"F","NC","MD","Cardiology",0
"17620",1215166921,"F","MN","MD","Cardiology",0
"17621",1205886868,"M","NY","MD","General Surgery",0
"17622",1487080669,"F","IL","","Nurse Practitioner",0
"17623",1164725743,"F","NJ","PA","Physician Assistant",0
"17624",1043316854,"F","OH","CNP","Nurse Practitioner",1
"17625",1225069065,"M","LA","M.D.","Interventional Pain Management",1
"17626",1861454878,"M","TX","M.D.","Internal Medicine",1
"17627",1962454470,"M","DE","MD","Cardiology",0
"17628",1417051574,"M","CA","MD","Neurology",1
"17629",1114952827,"F","VA","NP","Nurse Practitioner",0
"17630",1013926021,"F","OH","CNP","Nurse Practitioner",1
"17631",1497887723,"M","WA","DO","Family Practice",1
"17632",1942273941,"M","DC","MD","Hematology/Oncology",1
"17633",1003088840,"F","CO","M.D.","Family Practice",1
"17634",1902994569,"F","NY","DMD","Dentist",0
"17635",1033156849,"M","UT","DO","Family Practice",1
"17636",1093976995,"M","NE","MD","Neurosurgery",1
"17637",1225226889,"F","FL","ARNP","Nurse Practitioner",0
"17638",1194745364,"M","CA","DDS","Dentist",1
"17639",1336479385,"F","AL","M.D.","Family Practice",1
"17640",1992822654,"F","PA","DO","Family Practice",0
"17641",1497052468,"F","WI","D.O","Emergency Medicine",1
"17642",1811152895,"F","CA","MD","Internal Medicine",0
"17643",1326152463,"M","FL","DDS","Dentist",1
"17644",1447236963,"M","RI","DDS","Dentist",0
"17645",1932362076,"F","MD","MD","Internal Medicine",1
"17646",1699981365,"F","GA","M.D.","Family Practice",0
"17647",1134370794,"M","FL","M.D.","Internal Medicine",1
"17648",1093830564,"M","NY","D.D.S.","Dentist",0
"17649",1487613568,"M","PR","MD","Internal Medicine",1
"17650",1205956323,"M","NC","MD","Orthopedic Surgery",1
"17651",1730449380,"F","NE","M.D.","Internal Medicine",1
"17652",1235469974,"M","NY","M.D.","General Surgery",1
"17653",1497824197,"M","CA","DDS MD","Oral Surgery (dentists only)",1
"17654",1326151655,"M","TN","D.O.","Internal Medicine",1
"17655",1477506657,"M","NY","M.D.","Internal Medicine",1
"17656",1992701494,"M","AZ","O.D.","Optometry",0
"17657",1417396870,"F","WY","APRN, CSN","Registered Nurse",1
"17658",1326009861,"M","MI","MD","Urology",1
"17659",1871560490,"M","PA","D.D.S.","Dentist",0
"17660",1083838916,"M","PA","M.D.","Family Practice",1
"17661",1770534513,"M","WI","MD","Neurology",1
"17662",1598777260,"F","TN","FNP","Nurse Practitioner",1
"17663",1992797096,"M","NY","MD","Plastic and Reconstructive Surgery",1
"17664",1477663482,"M","AZ","","Dentist",1
"17665",1801974704,"M","CA","MD","Obstetrics/Gynecology",0
"17666",1447460183,"F","KS","PA-C","Physician Assistant",0
"17667",1568724508,"M","MO","D.D.S.","Dentist",1
"17668",1801022967,"F","CO","MD","Internal Medicine",1
"17669",1821104464,"M","MO","","General Surgery",1
"17670",1447368410,"M","CA","M.D.","Psychiatry & Neurology",0
"17671",1386773240,"M","GA","DMD","Dentist",0
"17672",1467421099,"F","AR","M.D.","Pediatric Medicine",0
"17673",1679795272,"M","CA","M.D.","Nuclear Medicine",0
"17674",1194795823,"F","NC","M.D.","Internal Medicine",1
"17675",1598701690,"M","OR","PA-C","Physician Assistant",1
"17676",1508824368,"M","CA","MD","Family Practice",1
"17677",1730100561,"M","CA","DDS","Dentist",0
"17678",1487812293,"F","NY","PA","Physician Assistant",1
"17679",1659376465,"M","VT","DMD","Oral Surgery (dentists only)",1
"17680",1548608813,"M","SC","M.D","Family Practice",1
"17681",1376644773,"F","MA","M.D.","Ophthalmology",0
"17682",1649241647,"M","CT","O.D.","Optometry",0
"17683",1821078080,"M","WA","MD","Family Practice",1
"17684",1467504712,"M","WA","M.D.","Ophthalmology",1
"17685",1326252156,"F","CA","M.D.","Emergency Medicine",1
"17686",1427075506,"M","NC","M.D.","Pain Management",1
"17687",1730527524,"M","MO","D.D.S.","Dentist",1
"17688",1922111954,"F","NY","NP","Nurse Practitioner",1
"17689",1043247943,"M","PA","M.D.","Ophthalmology",0
"17690",1902992134,"F","CA","MD","Family Practice",0
"17691",1912077868,"F","CA","M.D.","Internal Medicine",1
"17692",1710918818,"M","NY","MD","Internal Medicine",1
"17693",1306829759,"F","AL","D.O.","Family Practice",1
"17694",1780028993,"M","NY","","Student in an Organized Health Care Education/Training Program",0
"17695",1811320856,"F","NY","M.D.","Student in an Organized Health Care Education/Training Program",0
"17696",1205139631,"M","KY","PA-C","Physician Assistant",0
"17697",1790032977,"M","WI","NP","Nurse Practitioner",1
"17698",1720185614,"M","CA","PAC","Physician Assistant",1
"17699",1538109400,"M","AL","MD","Gastroenterology",0
"17700",1336147784,"M","CT","M.D.","Ophthalmology",0
"17701",1447365028,"M","NM","DDS","Dentist",0
"17702",1780659680,"F","MN","M.D.","Family Practice",1
"17703",1346419736,"M","CA","M.D.","Psychiatry & Neurology",0
"17704",1366473605,"F","VA","ACNP-BC","Nurse Practitioner",1
"17705",1518946110,"M","PA","MD","Family Practice",1
"17706",1396703286,"M","VA","M.D.","Psychiatry & Neurology",0
"17707",1770574717,"M","PR","M.D.","General Practice",1
"17708",1821037946,"F","MN","MD","Cardiology",0
"17709",1396828182,"F","NY","MD","General Practice",1
"17710",1336103076,"M","CA","M.D.","Emergency Medicine",1
"17711",1689008542,"F","VA","PA","Physician Assistant",0
"17712",1053395020,"M","MA","MD","Internal Medicine",1
"17713",1952525917,"M","MI","MD","Cardiology",0
"17714",1295081834,"F","DE","FNP-BC","Nurse Practitioner",1
"17715",1942200282,"M","NC","M.D.","Internal Medicine",1
"17716",1447249156,"M","GA","M.D","Hematology/Oncology",1
"17717",1386793156,"M","OK","M.D.","Cardiology",1
"17718",1750503462,"F","NY","P.A.","Physician Assistant",1
"17719",1417005711,"M","TN","MD","Internal Medicine",1
"17720",1467568642,"M","IL","M.D.","Internal Medicine",1
"17721",1861434995,"F","NY","MD","Internal Medicine",1
"17722",1063622553,"M","GA","DDS","Dentist",0
"17723",1033149653,"M","NC","D.M.D.","Dentist",1
"17724",1669423786,"M","OH","D.O.","Emergency Medicine",1
"17725",1689639106,"M","OR","DMD","Dentist",1
"17726",1144541822,"F","SC","M.D.","Family Practice",1
"17727",1679511711,"F","VT","MD","Family Practice",1
"17728",1205942570,"M","OH","M.D.","Emergency Medicine",1
"17729",1083740377,"M","KY","MD","Family Practice",1
"17730",1346224987,"M","GA","MD","Internal Medicine",0
"17731",1669721767,"M","MD","MD","Student in an Organized Health Care Education/Training Program",1
"17732",1689643512,"M","GA","M.D.","Psychiatry",1
"17733",1578763462,"F","TX","MD PA","Internal Medicine",1
"17734",1639297260,"F","TX","D.D.S.","Dentist",0
"17735",1548463250,"M","CA","M.D.","Hand Surgery",1
"17736",1821189812,"M","CA","DPM","Podiatry",1
"17737",1316911647,"F","CA","","Nurse Practitioner",1
"17738",1891015152,"M","MA","MD","Emergency Medicine",1
"17739",1285832071,"M","VA","DDS","Dentist",1
"17740",1013257914,"F","PA","CRNP","Nurse Practitioner",1
"17741",1104928464,"F","ME","DPM","Podiatry",0
"17742",1679557177,"M","MO","M.D.","Family Practice",1
"17743",1194717967,"M","NY","MD","Internal Medicine",1
"17744",1326249665,"F","AZ","MD","Endocrinology",0
"17745",1689896219,"M","NC","M.D.","Urology",1
"17746",1588005607,"M","AZ","","Optometry",0
"17747",1932478856,"M","NC","PA-C","Physician Assistant",1
"17748",1457795239,"F","TN","MD","Student in an Organized Health Care Education/Training Program",0
"17749",1548464829,"M","DC","DDS","Dentist",0
"17750",1811995145,"M","TX","M.D.","Family Practice",1
"17751",1437221801,"F","NY","MD","Pediatric Medicine",0
"17752",1346323904,"M","CA","M.D","Medical Oncology",1
"17753",1619957164,"F","IN","D.O.","Family Practice",1
"17754",1922148816,"M","RI","MD","Emergency Medicine",1
"17755",1972863801,"F","NY","M.D.","Neurology",0
"17756",1124091079,"M","TX","M.D.","Gastroenterology",0
"17757",1043537558,"F","CA","DDS","Dentist",0
"17758",1467770693,"M","FL","D.M.D., P.A.","Dentist",1
"17759",1972616472,"M","IN","M.D.","Emergency Medicine",1
"17760",1336197672,"F","IN","NP","Nurse Practitioner",0
"17761",1164598108,"M","NY","M.D.","Dermatology",0
"17762",1962420158,"M","CA","M.D.","Orthopedic Surgery",1
"17763",1205899408,"M","MN","DDS","Dentist",0
"17764",1003812454,"F","NY","M.D.","Ophthalmology",0
"17765",1265669881,"F","TX","M.D.","Dermatology",0
"17766",1063508604,"F","WA","M.D.","Internal Medicine",1
"17767",1346567468,"F","NC","D.O.","Osteopathic Manipulative Medicine",1
"17768",1992768808,"M","NY","MD","Urology",1
"17769",1104882661,"M","OH","MD","Family Practice",1
"17770",1306843347,"M","TX","MSN, APRN FNP-BC","Nurse Practitioner",1
"17771",1912000951,"M","FL","DMD","Dentist",1
"17772",1053405423,"F","NM","MD","Psychiatry",0
"17773",1770592354,"M","PA","M.D.","Cardiology",1
"17774",1730178179,"M","MS","D.O.","Nephrology",1
"17775",1457594160,"F","CA","MD","Otolaryngology",0
"17776",1144343203,"F","TN","APN","Nurse Practitioner",0
"17777",1003824004,"M","IN","MD","General Surgery",1
"17778",1255474532,"M","CA","DDS","Dentist",0
"17779",1053401430,"F","NC","M.D.","Internal Medicine",1
"17780",1255409017,"M","FL","D.O.","Emergency Medicine",1
"17781",1134176878,"M","MI","MD","Internal Medicine",1
"17782",1710201264,"M","TX","MD","Neurology",0
"17783",1639294952,"M","IL","DO","Orthopedic Surgery",1
"17784",1306856133,"M","VA","M.D.","Pulmonary Disease",0
"17785",1578839593,"F","TX","PA-C","Physician Assistant",1
"17786",1447352216,"M","FL","","Emergency Medicine",1
"17787",1568427268,"F","PR","DMD","Dentist",0
"17788",1790804813,"M","NC","D.O.","Otolaryngology",1
"17789",1518985043,"M","MO","MD","Emergency Medicine",1
"17790",1760472203,"M","AK","M.D.","Family Practice",1
"17791",1245238567,"M","TN","M.D.","Internal Medicine",0
"17792",1174512685,"F","CA","MD","Internal Medicine",1
"17793",1114102910,"M","PA","MD","Anesthesiology",1
"17794",1609932128,"F","KY","DMD","Dentist",1
"17795",1760436422,"M","NC","M.D.","Physical Medicine and Rehabilitation",1
"17796",1427085075,"M","AR","MD","General Practice",1
"17797",1518915347,"F","WV","O.D.","Optometry",0
"17798",1093876963,"F","NY","MD","Obstetrics/Gynecology",0
"17799",1427144369,"F","VT","M.D.","Obstetrics/Gynecology",0
"17800",1346456217,"M","MI","D.D.S.","Dentist",0
"17801",1912942285,"F","WI","PA-C","Physician Assistant",0
"17802",1285641605,"M","CA","DPM","Podiatry",0
"17803",1780748467,"M","CO","MD","Internal Medicine",1
"17804",1760577621,"F","TN","MSN CRNP","Internal Medicine",1
"17805",1770589186,"M","NV","MD","Emergency Medicine",1
"17806",1619940327,"M","CT","MD","Rheumatology",1
"17807",1700832953,"F","PA","MD","Internal Medicine",1
"17808",1144509563,"M","MO","M.D","Internal Medicine",1
"17809",1740401314,"M","OH","DMD","Dentist",1
"17810",1396871687,"F","IN","P.A.","Physician Assistant",1
"17811",1598879611,"M","WV","M. D.","Internal Medicine",1
"17812",1144525924,"F","RI","NP","Nurse Practitioner",1
"17813",1295816122,"F","MN","MD","Psychiatry",0
"17814",1720425846,"M","DC","","Student in an Organized Health Care Education/Training Program",1
"17815",1063581593,"M","VA","D.D.S.","Dentist",1
"17816",1891857629,"M","VA","MD","Orthopedic Surgery",1
"17817",1619940103,"M","NV","MD","Internal Medicine",1
"17818",1235358003,"F","LA","APRN","Nurse Practitioner",1
"17819",1518900679,"M","MS","MD","Psychiatry",0
"17820",1992883235,"M","NJ","DO","Family Practice",1
"17821",1376503383,"M","NY","MD","Internal Medicine",1
"17822",1992744239,"F","VA","N.P.","Nurse Practitioner",1
"17823",1841339546,"F","CA","MD","Internal Medicine",1
"17824",1861426108,"F","IN","MD","Emergency Medicine",1
"17825",1730125931,"M","OH","MD","Internal Medicine",1
"17826",1841639838,"M","FL","M.D.","General Surgery",1
"17827",1689644874,"M","LA","MD","Anesthesiology",1
"17828",1487780169,"M","HI","OD","Optometry",0
"17829",1265569107,"M","NC","D.D.S.","Dentist",1
"17830",1336198423,"M","OH","MD","Pulmonary Disease",0
"17831",1780661223,"M","WV","PA-C","Physician Assistant",1
"17832",1154657716,"M","CA","MD","Physical Medicine and Rehabilitation",1
"17833",1316921034,"M","NY","MD","Radiation Oncology",1
"17834",1831387679,"F","UT","APRN","Nurse Practitioner",1
"17835",1194903203,"F","NJ","M.D.","Family Practice",1
"17836",1114935772,"M","VA","M.D.","Internal Medicine",1
"17837",1538328281,"M","TX","D.D.S., M.S.","Dentist",1
"17838",1770762205,"F","SC","PAC","Physician Assistant",1
"17839",1215223748,"F","CA","DO","Internal Medicine",1
"17840",1831194471,"M","AL","MD","Family Practice",1
"17841",1528233400,"M","NJ","DMD","Dentist",0
"17842",1487788998,"M","AZ","M.D.","Internal Medicine",0
"17843",1205800836,"M","CT","MD","Ophthalmology",0
"17844",1093926396,"F","AR","DO","Obstetrics/Gynecology",1
"17845",1568599223,"F","VT","PA-C","Physician Assistant",1
"17846",1548312390,"M","TX","MD","Neurology",1
"17847",1679745657,"F","FL","M.D.","Dermatology",1
"17848",1548432016,"F","NY","RN, DDS, MS, PHD","Dentist",0
"17849",1235136151,"M","FL","M.D.","General Surgery",1
"17850",1962509414,"M","TX","D.O.","Family Practice",1
"17851",1427005172,"M","OK","D.D.S.","Dentist",1
"17852",1598761108,"M","MI","MD","Internal Medicine",1
"17853",1346593050,"M","WA","PA-C","Physician Assistant",1
"17854",1013131119,"M","WV","PA","Physician Assistant",1
"17855",1639288368,"F","CA","M.D.","Family Practice",1
"17856",1184980765,"M","MI","M.D.","Internal Medicine",1
"17857",1285618249,"F","MN","MD","Internal Medicine",1
"17858",1790788255,"M","IN","M.D.","Family Practice",1
"17859",1669465183,"M","CO","MD","Internal Medicine",1
"17860",1427169267,"M","MI","M.D.","Family Practice",1
"17861",1336155688,"M","NJ","MD","Nephrology",1
"17862",1174529531,"M","TX","M.D.","Psychiatry & Neurology",1
"17863",1447379375,"M","CT","M.D.","Cardiology",0
"17864",1033114632,"F","MA","C.N.M.","Certified Nurse Midwife",0
"17865",1598701310,"M","CA","FNP","Nurse Practitioner",0
"17866",1689769002,"F","WA","DMD","Dentist",0
"17867",1437314465,"F","FL","M.D.","Physical Medicine and Rehabilitation",1
"17868",1205831732,"F","ME","O.D.","Optometry",0
"17869",1063797512,"F","MA","NP","Nurse Practitioner",0
"17870",1386628154,"F","RI","MD","Psychiatry",0
"17871",1609116771,"F","IN","NP","Nurse Practitioner",0
"17872",1326071291,"M","IA","M.D.","Internal Medicine",1
"17873",1023138195,"F","OK","DDS","Dentist",1
"17874",1285637306,"M","AZ","MD","Ophthalmology",0
"17875",1255331591,"M","NY","M.D.","Internal Medicine",1
"17876",1659477305,"M","FL","M.D.","Internal Medicine",1
"17877",1912340225,"F","NY","PA-C","Physician Assistant",1
"17878",1629140629,"F","AK","ANP","Nurse Practitioner",1
"17879",1871692129,"M","KS","PA-C","Physician Assistant",1
"17880",1437318730,"M","NY","M.D","Internal Medicine",0
"17881",1619311040,"F","WI","APNP","Nurse Practitioner",1
"17882",1831324565,"F","MI","D.O.","Family Practice",1
"17883",1487802716,"F","MN","M.D.","Internal Medicine",1
"17884",1154313385,"M","PA","OD","Optometry",0
"17885",1437346798,"M","WV","M.D.","Pulmonary Disease",0
"17886",1316085905,"M","FL","D.D.S.","Dentist",1
"17887",1457412181,"M","NY","M.D.","Internal Medicine",0
"17888",1609929207,"M","PA","DMD","Dentist",0
"17889",1386652006,"M","LA","MD","Internal Medicine",1
"17890",1619176955,"F","NC","MD","Family Practice",1
"17891",1710086749,"M","NM","M.D.","Psychiatry & Neurology",1
"17892",1275708968,"M","TX","M.D.","Internal Medicine",0
"17893",1720297039,"M","WI","D.D.S.","Dentist",1
"17894",1750398723,"M","TN","DO","Family Practice",1
"17895",1497714828,"M","CT","PA-C","Physician Assistant",1
"17896",1497781850,"M","MD","D.D.S.","Dentist",0
"17897",1710171269,"M","CA","PA","Physician Assistant",1
"17898",1255473757,"F","CA","M.D.","Internal Medicine",1
"17899",1972565703,"F","CA","MD","Family Practice",1
"17900",1992929368,"M","TN","M.D.","Urology",1
"17901",1023130861,"M","CT","D.D.S.","Dentist",0
"17902",1417117003,"M","GA","MD","Endocrinology",1
"17903",1184660524,"M","FL","MD","Orthopedic Surgery",0
"17904",1043213028,"M","KY","M.D.","Obstetrics/Gynecology",0
"17905",1861442055,"M","VA","M.D.","Cardiology",0
"17906",1699752816,"F","WA","PHARMD","Pharmacist",0
"17907",1679572358,"F","OK","M.D.","Neurology",0
"17908",1427287143,"F","MA","DDS","Oral & Maxillofacial Surgery",0
"17909",1881946358,"F","MO","NP-C","Nurse Practitioner",0
"17910",1447598750,"M","NC","PA-C","Physician Assistant",1
"17911",1619941200,"M","TN","M.D.","Emergency Medicine",1
"17912",1730379223,"F","MA","NP","Nurse Practitioner",0
"17913",1306097027,"F","KS","M.D.","Internal Medicine",1
"17914",1669634671,"F","NJ","M.D","Rheumatology",1
"17915",1700982642,"M","OR","DMD","Dentist",1
"17916",1801864004,"M","PA","MD","Internal Medicine",1
"17917",1962560433,"M","IN","DDS","Dentist",0
"17918",1760566921,"M","NY","D.M.D.","Dentist",0
"17919",1518941202,"M","NJ","MD","Urology",1
"17920",1619105665,"F","CA","M.D.","Internal Medicine",0
"17921",1437203205,"F","AZ","M.D.","Hospital (Dmercs Only)",0
"17922",1396742342,"M","NJ","M.D.","Internal Medicine",1
"17923",1427089051,"M","NC","O.D, P.A.","Optometry",0
"17924",1750347498,"M","LA","DDS MD","Maxillofacial Surgery",1
"17925",1710974118,"M","MO","M.D.","Emergency Medicine",1
"17926",1417986837,"M","FL","MD","Emergency Medicine",1
"17927",1548255755,"M","WV","MD","Hematology/Oncology",1
"17928",1396822193,"M","CA","M. D.","Emergency Medicine",1
"17929",1720284458,"M","OK","DDS","Dentist",1
"17930",1457353138,"M","SC","M.D.","Cardiology",1
"17931",1669523627,"F","AL","DDS","Dentist",1
"17932",1083607808,"M","CA","MD","Dermatology",0
"17933",1912049354,"M","FL","D.M.D.","Dentist",0
"17934",1689628745,"M","MO","MD","Neurology",0
"17935",1063642858,"F","FL","M.D.","Family Practice",0
"17936",1629379409,"F","CO","FNP","Nurse Practitioner",1
"17937",1962565135,"M","MA","MD","Psychiatry",0
"17938",1801153192,"F","IN","O.D.","Optometry",0
"17939",1720088636,"M","TX","MD","Internal Medicine",1
"17940",1710078787,"M","FL","","Psychiatry",0
"17941",1649226085,"M","OH","MD","Internal Medicine",1
"17942",1629129143,"F","CA","D.O.","Osteopathic Manipulative Medicine",0
"17943",1245234962,"M","CA","M.D.","Thoracic Surgery",1
"17944",1063764504,"F","AK","PA-C","Physician Assistant",1
"17945",1134155021,"F","CA","NP","Nurse Practitioner",1
"17946",1356313563,"M","PA","MD","Cardiac Electrophysiology",0
"17947",1376621375,"F","OH","CNP","Nurse Practitioner",1
"17948",1154438190,"M","PA","M.D.","Family Practice",1
"17949",1023088960,"F","VA","MD","Emergency Medicine",1
"17950",1053487611,"F","CA","RN, FNP","Nurse Practitioner",0
"17951",1134462039,"F","CA","M.D.","Student in an Organized Health Care Education/Training Program",0
"17952",1154677045,"F","CA","PHARM.D.","Pharmacist",0
"17953",1801801568,"F","IL","ARNP","Nurse Practitioner",0
"17954",1194770222,"M","AL","MD","Internal Medicine",1
"17955",1649276981,"M","NM","M.D.","Family Practice",1
"17956",1720056088,"M","NH","MD","Cardiology",0
"17957",1912212556,"M","CA","M.D.","Psychiatry & Neurology",0
"17958",1134298219,"M","TX","M.D.","Internal Medicine",1
"17959",1144211459,"M","VA","MD","Family Practice",1
"17960",1023052271,"F","TN","PA-C","Physician Assistant",1
"17961",1790007342,"F","NY","RPAC","Physician Assistant",0
"17962",1437594587,"M","TX","M.D.","General Surgery",1
"17963",1366480840,"F","AZ","MD","Psychiatry",0
"17964",1467476168,"M","NY","MD","Cardiology",0
"17965",1821145905,"M","NY","M.D.","Preventive Medicine",0
"17966",1285709212,"F","MI","DPM","Podiatry",1
"17967",1346271228,"M","SD","MD","Psychiatry & Neurology",0
"17968",1902882368,"M","MA","MD","Psychiatry",1
"17969",1306833967,"M","UT","MD","Orthopedic Surgery",1
