"State","Credentials","Specialty","Opioid.Prescriber"
"KY","MD","Orthopedic Surgery",1
"TX","M.D.","Family Practice",1
"IN","MD","Internal Medicine",0
"CA","MD","Internal Medicine",0
"NY","MD","Internal Medicine",1
"CA","NP, DNP","Nurse Practitioner",1
"OK","D.D.S.","Dentist",0
"NY","MD","Dermatology",0
"MI","M.D., PH.D.","Medical Oncology",1
"TN","","Nurse Practitioner",1
"OK","DDS","Dentist",0
"NY","DMD PC","Dentist",0
"PA","M.D.","Ophthalmology",0
"NC","FNP","Nurse Practitioner",1
"MN","M.D., M.S","Dermatology",0
"MD","MD","Family Practice",1
"GA","MD","Orthopedic Surgery",1
"WV","MD","Ophthalmology",0
"IL","APN","Nurse Practitioner",1
"MI","M.D.","Internal Medicine",1
"AZ","NP","Nurse Practitioner",1
"ME","MD","Family Practice",1
"CA","DDS","General Practice",0
"TN","APN","Nurse Practitioner",1
"MI","D.M.D.","Dentist",1
"IL","FNP","Nurse Practitioner",0
"NC","M.D.","Family Practice",1
"AL","MD","Family Practice",1
"FL","ARNP","Nurse Practitioner",1
"MI","M.D.","Internal Medicine",1
"OH","DO","Family Practice",1
"MS","M.D.","Internal Medicine",1
"LA","M.D.","Internal Medicine",1
"IL","M.D.","Obstetrics/Gynecology",0
"PA","PA","Physician Assistant",0
"AK","MD","Family Practice",1
"OR","M.D.","Cardiology",0
"UT","MD","Family Practice",1
"GA","MD","Family Practice",1
"TN","M.D.","General Surgery",1
"NC","M.D.","Student in an Organized Health Care Education/Training Program",1
"MI","PA","Physician Assistant",0
"MI","MD","Family Practice",1
"MO","APRN","Nurse Practitioner",0
"TX","D.O.","General Surgery",1
"VA","PA-C","Physician Assistant",1
"NJ","APN-C","Nurse Practitioner",0
"CT","M.D.","Diagnostic Radiology",0
"IL","MD","Internal Medicine",1
"NY","MD","Internal Medicine",1
"FL","","Student in an Organized Health Care Education/Training Program",1
"NJ","DMD","Dentist",1
"MA","M.D., PH.D.","Neurology",0
"KY","MD","Neurology",1
"AL","MD","Orthopedic Surgery",1
"NV","DPM","Podiatry",1
"MI","MD, CWS, FCCWS","General Practice",0
"MS","MD","Family Practice",1
"CT","","Internal Medicine",0
"GA","D.M.D.","Dentist",1
"MD","DDS","Dentist",0
"MA","M.D.","Internal Medicine",1
"FL","DO","General Surgery",1
"MA","M.D.","Emergency Medicine",1
"DE","NP","Nurse Practitioner",1
"IL","MD","Gastroenterology",1
"CA","MD","Emergency Medicine",1
"CO","M.D.","Internal Medicine",1
"CA","M.D.","Nephrology",1
"NJ","DMD","Dentist",0
"AR","M.D.","Emergency Medicine",1
"WA","M.D.","Otolaryngology",1
"OK","M.D.","Ophthalmology",1
"WV","M.D.","Internal Medicine",1
"NC","M.D.","Gastroenterology",0
"OH","MD","Family Practice",1
"NJ","MD","General Surgery",1
"CA","DDS","Dentist",1
"NE","APRN","Nurse Practitioner",1
"KY","PA","Physician Assistant",0
"CT","MD","Dermatology",0
"NJ","MD","Physical Medicine and Rehabilitation",1
"NY","MD","Colorectal Surgery (formerly proctology)",1
"NC","NP-C","Nurse Practitioner",1
"CA","M.D.","Pediatric Medicine",0
"PA","DO","Internal Medicine",1
"FL","MD","Cardiology",1
"CA","NP","Nurse Practitioner",0
"HI","D.D.S.","Dentist",0
"CT","D.M.D","Student in an Organized Health Care Education/Training Program",0
"CO","PA-C","Physician Assistant",1
"TX","M.D.","Psychiatry",0
"CA","PA-C","Physician Assistant",0
"VA","MD","General Practice",0
"VA","NP","Nurse Practitioner",0
"MO","MD","Family Practice",1
"CA","MD","Internal Medicine",1
"WY","M.D.","Nephrology",0
"WI","MD","Family Practice",1
"NY","ANP","Nurse Practitioner",1
"WI","M.D.","Family Practice",1
"IN","M.D.","Family Practice",1
"IN","MD","Family Practice",1
"CO","DDS","Dentist",0
"NC","M.D.","Cardiology",0
"CA","MD","Emergency Medicine",1
"MO","MD","Radiation Oncology",1
"VA","M.D.","Obstetrics/Gynecology",0
"FL","M.D. PA","Obstetrics/Gynecology",1
"FL","M.D.","Internal Medicine",0
"FL","MD","General Surgery",1
"CA","DDS","Dentist",1
"WA","PMHNP/ANP","Nurse Practitioner",0
"MS","M.D.","Neuropsychiatry",0
"TX","O.D.","Optometry",0
"CT","M.D.","Family Practice",1
"GA","MD, MBA","Emergency Medicine",1
"PA","NURSE PRACTIONER","Nurse Practitioner",1
"MN","MD","Family Practice",1
"DE","D.O, P.A.","Family Practice",1
"NJ","MD","Psychiatry",0
"TX","MD","Ophthalmology",1
"FL","MD","Emergency Medicine",1
"TN","CFNP","Nurse Practitioner",0
"AL","M.D.","Emergency Medicine",1
"MO","M.D.","Family Practice",1
"PA","MD","Psychiatry",0
"WV","MD","Internal Medicine",1
"MO","MD","Internal Medicine",1
"NJ","M.D.","Urology",1
"MS","CNP","Nurse Practitioner",1
"NY","MD","Internal Medicine",1
"NJ","M.D.","Psychiatry & Neurology",0
"CA","MD","General Surgery",0
"CA","M.D.","Student in an Organized Health Care Education/Training Program",0
"NY","M.D.","Family Practice",0
"FL","MD","Internal Medicine",1
"TX","DDS","Oral Surgery (dentists only)",1
"MO","MD","General Practice",0
"IN","MD","Obstetrics/Gynecology",0
"TX","M.D.","Psychiatry",1
"AZ","M.D.","Pulmonary Disease",0
"NY","RPAC","Physician Assistant",1
"VA","M.D.","Cardiology",0
"TN","MD","Internal Medicine",0
"GA","PA","Physician Assistant",0
"KS","ARNP","Nurse Practitioner",0
"NY","MD","Internal Medicine",1
"GA","MD","Internal Medicine",0
"CA","MD","Emergency Medicine",1
"GA","D.D.S.","Dentist",1
"LA","DDS","Dentist",0
"FL","MD","Internal Medicine",1
"NC","M.D.","Otolaryngology",1
"WA","ARNP","Nurse Practitioner",1
"TX","MD","Dermatology",1
"CA","FNP","Nurse Practitioner",0
"OR","MD","Family Practice",1
"VA","M.D.","Emergency Medicine",1
"MD","MD","General Practice",0
"CA","DPM","Podiatry",0
"CA","M.D.","General Practice",1
"ID","M.D.","Obstetrics/Gynecology",0
"LA","M.D.","Urology",1
"FL","ARNP-BC","Nurse Practitioner",1
"SC","PA-C","Physician Assistant",1
"WA","MD","Orthopedic Surgery",1
"MA","NP","Nurse Practitioner",0
"FL","MD","Family Practice",1
"TX","","Nurse Practitioner",1
"IA","DDS","Dentist",0
"NY","M.D.","Obstetrics/Gynecology",0
"IL","MD","Pulmonary Disease",0
"AZ","M.D.","Internal Medicine",1
"CO","MD","Pulmonary Disease",0
"MO","","Physician Assistant",1
"NM","AGACNP","Nurse Practitioner",1
"PA","M.D.","Family Practice",1
"TN","","Student in an Organized Health Care Education/Training Program",0
"CA","DO","Geriatric Medicine",1
"PA","M.D.","Psychiatry",0
"CA","D.D.S.","Dentist",0
"CT","DDS","Dentist",0
"NH","D.O.","Student in an Organized Health Care Education/Training Program",1
"GA","D.O.","Gastroenterology",0
"CA","O.D.","Optometry",0
"PR","M.D.","General Practice",1
"NV","PA-C","Physician Assistant",1
"CA","M.D.","Neurosurgery",1
"NY","DPM","Podiatry",1
"IN","M.D.","Internal Medicine",1
"OK","D.O.","Pediatric Medicine",0
"MA","MD","Obstetrics/Gynecology",0
"CA","M.D","General Practice",1
"HI","M.D.","Pediatric Medicine",0
"GA","FNP-C","Nurse Practitioner",0
"AL","D.P.M.","Podiatry",1
"OR","M.D.","Family Practice",1
"WA","M.D.","Family Practice",1
"IL","M.D.","Obstetrics/Gynecology",0
"CT","M.D.","Infectious Disease",0
"NC","M.D.","Obstetrics/Gynecology",1
"IL","APN","Nurse Practitioner",1
"CA","M.D.","Family Practice",1
"MA","M.D.","Psychiatry",0
"CA","M.D","Emergency Medicine",1
"MA","D.M.D.","Dentist",0
"MD","MD","Allergy/Immunology",0
"CA","M.D.","General Surgery",0
"FL","OD","Optometry",0
"FL","DPM","Podiatry",0
"LA","DNP, FNP, PMHNP-BC","Nurse Practitioner",0
"NH","ARNP","Nurse Practitioner",1
"TN","M.D.","Allergy/Immunology",0
"SC","M.D.","Family Practice",1
"MN","DDS","Dentist",0
"FL","M.D.","Ophthalmology",0
"VA","MD","Neurosurgery",1
"MI","D.D.S.","Dentist",0
"KY","APRN","Nurse Practitioner",1
"TX","MD","Internal Medicine",1
"OH","M.D.","Internal Medicine",0
"MI","MD","Physical Medicine and Rehabilitation",1
"MA","M.D.","Oral Surgery (dentists only)",1
"AR","M.D.","Hematology/Oncology",1
"PA","CRNP","Nurse Practitioner",0
"NJ","PA-C","Physician Assistant",1
"NH","MD","Internal Medicine",0
"WV","M.D.","Pulmonary Disease",0
"NY","DMD","Dentist",0
"TX","DDS","Dentist",1
"MN","PAC","Physician Assistant",0
"MA","M.D.","Internal Medicine",0
"NY","MD","Internal Medicine",1
"MI","D.O.","Internal Medicine",1
"LA","MD","Ophthalmology",0
"CA","MD","Psychiatry",0
"CA","P.A.","Physician Assistant",0
"IN","DDS","Dentist",0
"WI","MD","Obstetrics/Gynecology",0
"TN","FNP","Nurse Practitioner",0
"NC","MD","Pulmonary Disease",0
"IL","M.D.","Hematology/Oncology",1
"AL","M.D.","Emergency Medicine",1
"NY","M.D.","Neurology",1
"NC","MD","Internal Medicine",1
"CA","MD","General Surgery",1
"MI","N.P","Nurse Practitioner",1
"WI","PA","Physician Assistant",1
"AL","MD","Pulmonary Disease",0
"NM","M.D.","Dermatology",0
"TX","M.D.","Orthopedic Surgery",1
"NJ","DO","Emergency Medicine",1
"AZ","","Dentist",1
"OH","D.O.","Family Practice",1
"CA","M.D.","Internal Medicine",1
"OR","A.P.R.N.","Nurse Practitioner",0
"NC","M.D.","Urology",1
"NJ","M.D.","Internal Medicine",0
"NY","N.P.","Nurse Practitioner",0
"OH","","Dentist",0
"OH","PAC","Physician Assistant",1
"IL","APN","Certified Clinical Nurse Specialist",1
"MI","M.D.","Urology",1
"AR","M.D.","Internal Medicine",1
"MA","M.D.","Urology",1
"WI","PA-C","Physician Assistant",0
"NC","PA-C","Physician Assistant",0
"MT","MSN, FNP-C","Nurse Practitioner",1
"DE","DMD","Dentist",0
"TN","M.D.","Cardiology",1
"TX","MD","Internal Medicine",1
"LA","PA-C","Physician Assistant",1
"TX","M.D.","Internal Medicine",0
"ME","DDS","Dentist",0
"SC","M.D.","Ophthalmology",0
"FL","M.D.","Ophthalmology",0
"GA","M.D.","Specialist",0
"PR","MD","General Practice",1
"AR","D.D.S.","Dentist",1
"DE","M.D.","Urology",1
"PR","MD","Physical Medicine and Rehabilitation",1
"MA","NP","Nurse Practitioner",0
"NC","MD","Internal Medicine",1
"WA","D.O.","General Practice",1
"OH","CNP","Nurse Practitioner",1
"AL","M.D.","Family Practice",1
"ND","MD","Cardiology",0
"OH","CRNP","Nurse Practitioner",1
"WI","MD","Orthopedic Surgery",1
"CA","MD","Orthopedic Surgery",1
"CO","M.D.","Emergency Medicine",1
"GA","D.D.S.","Dentist",1
"NJ","PA-C","Physician Assistant",1
"PR","MD","General Practice",1
"AL","B.S.N., C.R.N.P.","Nurse Practitioner",0
"AR","MD","Family Practice",1
"FL","M.D.","Dermatology",0
"FL","MD","Vascular Surgery",1
"WA","MD","Emergency Medicine",1
"WV","M.D.","Family Practice",1
"MA","MD","Orthopedic Surgery",1
"NY","MD","Urology",1
"PR","MD","Internal Medicine",1
"AL","DENTIST","Dentist",1
"WI","M.D.","Psychiatry",0
"CA","D.D.S.","Dentist",0
"NY","MD","Psychiatry & Neurology",0
"ME","FNP","Nurse Practitioner",1
"MN","","Student in an Organized Health Care Education/Training Program",0
"TX","P.A.","Physician Assistant",1
"CA","M.D.","Family Practice",1
"FL","O.D.","Optometry",0
"LA","PA-C","Physician Assistant",0
"TX","","Family Practice",1
"CA","M.D.","Radiation Oncology",1
"FL","PA","Physician Assistant",1
"NJ","","Nurse Practitioner",0
"CA","P.A.","Physician Assistant",1
"VT","M.D., PH.D.","Student in an Organized Health Care Education/Training Program",1
"FL","DMD","Dentist",1
"NY","MD","Neurology",1
"PR","M.D.","Gastroenterology",1
"IL","D.D.S.","Dentist",0
"MD","M.D","Internal Medicine",1
"NY","CNM","Certified Nurse Midwife",0
"MI","M.D.","Nephrology",0
"OR","MD","Student in an Organized Health Care Education/Training Program",0
"KY","APRN","Nurse Practitioner",1
"CA","M.D.","Psychiatry & Neurology",0
"NJ","DDS","Dentist",0
"CA","DDS, MSD","Dentist",1
"PA","MD","Internal Medicine",1
"MN","M.D.","Family Practice",1
"NJ","NP","Nurse Practitioner",0
"IN","MD","Otolaryngology",1
"MN","M.D.","Family Practice",1
"MO","MD","Internal Medicine",0
"CA","MD","Internal Medicine",1
"NY","MD","Radiation Oncology",0
"OH","CNP","Nurse Practitioner",0
"TX","MD","Internal Medicine",0
"TN","D.O.","Neurology",0
"AZ","M.D.","Cardiology",0
"FL","M.D.","Dermatology",1
"DE","M.D.","Ophthalmology",0
"DE","MD","Internal Medicine",1
"CA","MD","Urology",1
"MA","M.D.","Internal Medicine",1
"NY","RN, FNP-BC","Nurse Practitioner",1
"PA","MD","Psychiatry",0
"NJ","MD","Urology",1
"TX","MD","Internal Medicine",1
"PA","PA-C","Physician Assistant",1
"AR","","Physician Assistant",1
"CA","DDS","Dentist",0
"NY","MD","Family Practice",1
"PA","CRNP","Nurse Practitioner",1
"NY","M.D.","Internal Medicine",1
"NJ","M.D.","Psychiatry",0
"PA","MD","Psychiatry",0
"PA","D.M.D.","Dentist",0
"PA","MD","Family Practice",1
"MI","MD","Family Practice",1
"TN","MD","Psychiatry & Neurology",0
"NC","FNP-C","Nurse Practitioner",1
"CA","M.D.","Internal Medicine",1
"TN","DDS","Dentist",1
"OR","MD","Obstetrics/Gynecology",0
"TX","MD","Family Practice",1
"CA","M.D.","Orthopedic Surgery",1
"OH","D.O.","Cardiology",0
"NC","PA-C","Physician Assistant",1
"MO","DDS","Dentist",0
"GA","M.D.","Psychiatry & Neurology",0
"MI","MD","Student in an Organized Health Care Education/Training Program",0
"MI","MD","Pediatric Medicine",1
"MI","MS, MSN, RN, FNP-BC","Nurse Practitioner",1
"NY","D.O.","Family Practice",1
"IL","MD","Obstetrics/Gynecology",0
"PA","DMD","Dentist",1
"FL","MD","Gastroenterology",0
"CA","M.D.","Ophthalmology",1
"GA","APRN,BC","Nurse Practitioner",0
"LA","M.D., PH.D., M.SC.","Internal Medicine",0
"CO","M.D.","Ophthalmology",0
"MN","RN, MSN, FNP, NP-C","Nurse Practitioner",0
"IA","MD","Family Practice",1
"IN","D.D.S.","Dentist",0
"SC","PA PHD","Physician Assistant",1
"TN","MD","Dermatology",0
"PA","M.D.","Cardiology",1
"NJ","FNP-C","Nurse Practitioner",1
"MN","MD","Family Practice",1
"FL","M.D.","Family Practice",1
"FL","M.D.","Gastroenterology",1
"CA","M.D.","Internal Medicine",1
"NY","M.D.","Student in an Organized Health Care Education/Training Program",1
"NY","OD","Optometry",0
"AZ","P.A.-C.","Physician Assistant",1
"CA","D.D.S","Dentist",1
"FL","","Orthopedic Surgery",1
"IN","MD","General Surgery",1
"GA","PA","Physician Assistant",0
"MA","M.D.","Orthopedic Surgery",1
"NC","M.D.","Psychiatry",0
"CA","MD","Internal Medicine",1
"IN","MD","Internal Medicine",1
"OH","M.D.","Neurology",0
"OH","MD","Psychiatry",0
"NY","MD","Internal Medicine",1
"IL","MD","Psychiatry",0
"NJ","MD","Gastroenterology",0
"IL","M.D.","Gastroenterology",0
"NY","NURSE PRACTITIONER","Nurse Practitioner",0
"CO","FNP","Nurse Practitioner",0
"PA","MD","Psychiatry",0
"AZ","M.D.","Family Practice",1
"TX","D.O.","Medical Oncology",1
"GA","NP","Nurse Practitioner",0
"KS","MD","Family Practice",1
"IL","MD","Hematology/Oncology",0
"TX","MD","Family Practice",1
"TX","MD","Internal Medicine",1
"CA","M.D.","Internal Medicine",1
"RI","MD","Pulmonary Disease",1
"DC","MD","Student in an Organized Health Care Education/Training Program",1
"DE","RN-BC, MSN, CRNP","Nurse Practitioner",0
"CA","DDS","Dentist",0
"CA","MD","Urology",1
"PA","M.D.","Radiation Oncology",1
"CO","NP","Nurse Practitioner",0
"KY","APRN","Nurse Practitioner",0
"FL","M.D.","Psychiatry",0
"AZ","D.O.","Emergency Medicine",1
"NY","M.D.","Hospital (Dmercs Only)",0
"AR","MD","Cardiology",1
"AR","MD","Obstetrics/Gynecology",1
"WI","MHS, PAC","Physician Assistant",1
"MN","FNP","Nurse Practitioner",1
"CA","MD","Psychiatry & Neurology",0
"NE","APRN","Registered Nurse",1
"SD","PA-C","Physician Assistant",1
"MA","MD","Psychiatry",0
"LA","MD","Emergency Medicine",1
"IL","M.D.","Dermatology",0
"CA","PHARM.D","Pharmacist",0
"IN","MD","Family Practice",1
"MI","MD","Emergency Medicine",1
"PA","M.D.","Otolaryngology",1
"CT","MD","Family Practice",1
"MD","MD","General Surgery",1
"GA","M.D.","Cardiology",0
"NJ","MSN, NP-C","Nurse Practitioner",1
"NJ","PA","Physician Assistant",0
"IL","M.D.","Ophthalmology",0
"TX","PA","Physician Assistant",1
"PA","","Dentist",1
"MS","M.D.","Family Practice",1
"OK","MD","Internal Medicine",0
"NV","DDS","Dentist",1
"AR","MD","Cardiology",0
"MI","M.D.","General Surgery",1
"IL","","Internal Medicine",1
"CT","DPM","Podiatry",1
"GA","MD","Family Practice",1
"WA","MD","Family Practice",1
"PR","D.D.S.","Dentist",0
"ID","D.O.","Family Practice",0
"FL","MD","Anesthesiology",1
"MS","M.D.","Student in an Organized Health Care Education/Training Program",0
"FL","OD","Optometry",0
"MA","MD","Family Practice",1
"NY","DDS","Dentist",1
"AR","DO","Family Practice",1
"FL","D.O.","Family Practice",1
"GA","NP-C","Nurse Practitioner",0
"WA","MD","Family Practice",1
"MN","MD","Hematology/Oncology",1
"NM","M.D.","Family Practice",1
"TX","M.D.","Obstetrics/Gynecology",0
"WA","ARNP","Nurse Practitioner",0
"PA","MD","Hematology",1
"FL","PH. D. , M.D.","Rheumatology",1
"NJ","M.D.","Cardiology",1
"TN","M.D.","Pain Management",1
"MN","PAC","Physician Assistant",1
"IL","MD","Neurology",0
"MI","N.P.","Nurse Practitioner",1
"CA","DDS","Dentist",1
"GA","MD","Psychiatry",0
"RI","M.D.","Internal Medicine",0
"CA","DDS","Dentist",0
"KY","MD","Internal Medicine",1
"CA","NP","Nurse Practitioner",1
"GA","DPM","Podiatry",1
"CA","MD","Plastic and Reconstructive Surgery",1
"OH","M.D.","Ophthalmology",0
"MO","MD","Family Practice",1
"ME","M.D.","Otolaryngology",0
"NY","MD","Physical Medicine and Rehabilitation",0
"OH","M.D.","Endocrinology",0
"FL","MD","Family Practice",1
"IL","M.D.","Infectious Disease",1
"TX","M.D.","Dermatology",1
"WA","A.R.N.P.","Nurse Practitioner",1
"MA","D.O.","Ophthalmology",0
"PA","","Physician Assistant",1
"VA","NP","Nurse Practitioner",1
"MN","MD","Family Practice",1
"FL","MD","Hematology/Oncology",1
"MI","FNP-BC","Nurse Practitioner",0
"MA","M.D.","Cardiology",0
"NY","DDS","Oral Surgery (dentists only)",1
"CA","M.D.","Neurology",1
"OH","MD","Internal Medicine",0
"PA","MD","Cardiology",0
"VA","MD","Internal Medicine",1
"PR","M.D.","Family Practice",1
"PA","CRNP","Nurse Practitioner",0
"CT","APRN","Nurse Practitioner",1
"TX","P.A.","Physician Assistant",0
"MA","MD","Family Practice",0
"MD","D.D.S.","Dentist",0
"AL","MD","Internal Medicine",1
"MN","D.M.D.","Maxillofacial Surgery",1
"FL","M.D.","Psychiatry & Neurology",0
"KS","PA","Physician Assistant",1
"NY","M.D.","Emergency Medicine",1
"CA","PA","Physician Assistant",1
"MD","","Student in an Organized Health Care Education/Training Program",1
"WA","DO","Family Practice",1
"PA","O.D.","Optometry",0
"VA","M.D.","Vascular Surgery",1
"AZ","DDS","Dentist",0
"FL","MD","Hematology/Oncology",1
"NJ","DDS","Oral Surgery (dentists only)",1
"LA","M.D.","Orthopedic Surgery",1
"PR","DMD","Dentist",0
"CO","D.D.S.","Dentist",0
"PA","PA-C","Physician Assistant",1
"TN","DO","Family Practice",1
"NY","MD","Internal Medicine",1
"OH","DDS","Dentist",1
"IL","MD","Orthopedic Surgery",1
"CT","APRN","Nurse Practitioner",0
"PA","M.D.","Dermatology",0
"OH","MD","Student in an Organized Health Care Education/Training Program",1
"IL","MD","Ophthalmology",0
"NY","D.D.S.","Dentist",0
"NV","D.M.D","Dentist",1
"NH","DPM","Podiatry",1
"NY","M.D.","Internal Medicine",1
"TX","M.D.","Neuropsychiatry",0
"MD","M.D.","Geriatric Medicine",1
"FL","MD","Orthopedic Surgery",1
"CT","M.D.","Infectious Disease",1
"OH","M.D.","Family Practice",1
"NC","M.D.","Family Practice",0
"CA","M.D.","Family Practice",1
"TN","APRN-BC","Nurse Practitioner",1
"KY","MD","Cardiology",0
"CA","M.D.","Ophthalmology",0
"FL","ARNP","Nurse Practitioner",0
"MS","M.D.","Emergency Medicine",1
"GA","O.D.","Optometry",0
"MI","MD","Family Practice",1
"AE","PA-C","Physician Assistant",1
"FL","D.O.","Obstetrics/Gynecology",0
"TX","D.M.D","Dentist",1
"NY","MD","Emergency Medicine",1
"DE","D.M.D.","Dentist",0
"NY","F.N.P.","Nurse Practitioner",0
"KY","APRN, FNP-C","Nurse Practitioner",0
"AZ","D.D.S.","Dentist",1
"NY","M.D.","Internal Medicine",1
"WA","ARNP","Nurse Practitioner",0
"NY","M.D.","Critical Care (Intensivists)",0
"CA","NP","Nurse Practitioner",0
"FL","M.D.","Pulmonary Disease",1
"MI","DDS","Dentist",0
"AZ","NP","Nurse Practitioner",1
"TX","M.D.","Ophthalmology",1
"GA","O.D.","Optometry",0
"RI","D.P.M.","Podiatry",1
"TN","M.D.","Family Practice",0
"IL","DDS","Dentist",1
"OH","MD","Neurology",1
"CA","DDS","Dentist",0
"MI","MD","Orthopedic Surgery",1
"TX","ENP","Nurse Practitioner",1
"OH","M.D.","Student in an Organized Health Care Education/Training Program",1
"TX","M.D.","Emergency Medicine",1
"NV","M.D.","Medical Oncology",1
"NY","RPA-C","Physician Assistant",0
"IN","M.D.","Cardiology",0
"CA","M.D.","Psychiatry",0
"CO","MD","Hematology/Oncology",1
"NY","MD","Ophthalmology",0
"PA","MD","Family Practice",1
"OH","M.D.","Internal Medicine",1
"KY","D.M.D.","Dentist",1
"MD","M.D.","Family Practice",1
"MI","MD","Student in an Organized Health Care Education/Training Program",0
"UT","PA-C","Physician Assistant",0
"IA","NP","Nurse Practitioner",0
"CO","PA-C","Physician Assistant",1
"KY","O.D.","Optometry",0
"NY","MD, MPH","Family Practice",0
"CA","P.A-C","Physician Assistant",1
"IL","MD","Medical Oncology",1
"NY","MD","Cardiology",0
"FL","M.D.","Internal Medicine",1
"NE","APRN","Nurse Practitioner",0
"KS","MD","Internal Medicine",1
"OH","M.D.","Neurology",1
"OH","D.O.","Internal Medicine",1
"CO","MD","Addiction Medicine",1
"IL","MD","Sports Medicine",1
"TN","D.M.D.","Dentist",0
"CO","MD","Internal Medicine",0
"TX","FNP","Nurse Practitioner",1
"ME","RN, MSN, NP-C","Nurse Practitioner",1
"FL","M.D.","Emergency Medicine",1
"AZ","MD","Psychiatry",0
"MT","MD","Orthopedic Surgery",1
"OK","P.A.","Physician Assistant",1
"NJ","MD","Internal Medicine",1
"NE","MD","Orthopedic Surgery",1
"AZ","M.D.","Orthopedic Surgery",1
"CA","PA-C","Physician Assistant",1
"NY","DDS","General Practice",1
"IN","MD","Family Practice",1
"HI","APRN","Nurse Practitioner",1
"CA","MD, PHD","Cardiology",0
"TX","M.D.","Internal Medicine",1
"TX","MD","Gastroenterology",1
"CA","MD","Family Practice",1
"CA","MD","Family Practice",1
"IL","D.O.","Family Practice",1
"IL","MD","General Surgery",1
"NV","PA-C","Physician Assistant",0
"NY","M.D.","Internal Medicine",0
"OH","MD","Dermatology",1
"GA","MD","Otolaryngology",1
"TX","ANP-BC","Nurse Practitioner",0
"MI","M.D.","Emergency Medicine",1
"FL","ARNP","Nurse Practitioner",0
"CA","MD","Psychiatry",0
"FL","DMD","Dentist",1
"FL","D.M.D.","Dentist",0
"GA","D.M.D., M.S.","Dentist",1
"PA","M.D.","Neurology",1
"NY","DDS","Dentist",0
"CA","P.A-C","Physician Assistant",0
"FL","D.O.","Pain Management",1
"OH","DDS","Dentist",0
"MN","M.D.","Dermatology",0
"OH","DDS","Dentist",1
"OR","APRN-BC","Nurse Practitioner",1
"AZ","D.M.D.","Dentist",1
"TX","MD","Obstetrics/Gynecology",0
"NC","MD","General Surgery",1
"WI","MD","Radiation Oncology",1
"AZ","M.D.","Family Practice",1
"CA","M.D,F.A.C.P,F.A.C.G","Gastroenterology",1
"ZZ","MD","Otolaryngology",1
"FL","O.D.","Optometry",0
"DE","M.D.","Psychiatry & Neurology",0
"CA","","Physician Assistant",1
"FL","O.D.","Optometry",0
"IN","DDS","Dentist",1
"NC","MD","Emergency Medicine",1
"WI","D.D.S.","Dentist",0
"NY","M.D.","Psychiatry",0
"PA","MD","Psychiatry",0
"NJ","PA","Physician Assistant",1
"NY","NP","Licensed Practical Nurse",1
"IN","DPM","Podiatry",0
"MI","M.D.","Specialist",0
"IL","NP","Nurse Practitioner",0
"CA","","Obstetrics/Gynecology",1
"PA","M.D.","Neurosurgery",1
"GA","MD","Internal Medicine",0
"MO","M.D.","Family Practice",1
"CA","M.D","Internal Medicine",1
"CA","D.D.S.","Dentist",0
"MA","M.D.","Radiation Oncology",1
"CA","M.D.","Neurology",0
"IN","M.D.","Obstetrics/Gynecology",0
"OH","DO","Urology",1
"NJ","MD","Emergency Medicine",0
"TX","D.O.","Emergency Medicine",1
"IN","M.D.","Internal Medicine",0
"FL","M.D.","Internal Medicine",1
"KY","DMD","Dentist",1
"NY","MD","General Surgery",0
"TN","M.D.","Vascular Surgery",1
"FL","M.D.","Orthopedic Surgery",1
"IN","D.O.","Student in an Organized Health Care Education/Training Program",0
"VA","M.D.","Family Practice",1
"AL","M.D.","Neurology",0
"MA","MD","Internal Medicine",1
"TX","MD","Pulmonary Disease",0
"IL","M.D.","Colorectal Surgery (formerly proctology)",1
"NM","MD","Rheumatology",1
"MS","M.D.","Psychiatry",0
"TN","FNP","Nurse Practitioner",0
"NY","DMD","Dentist",0
"PA","D.O.","Family Practice",1
"NY","MD","Internal Medicine",1
"GA","MD","Internal Medicine",0
"MI","M.D.","Internal Medicine",1
"VA","NP","Nurse Practitioner",1
"CA","DDS","Dentist",0
"TN","M.D.","Pediatric Medicine",0
"PA","D.P.M.","Podiatry",0
"TX","RPH","Pharmacist",0
"PA","MD","General Surgery",1
"FL","M.D.","Internal Medicine",1
"CA","M.D.","Family Practice",1
"WV","M.D.","General Surgery",1
"NY","ADULT NP","Nurse Practitioner",1
"MN","M.D.","Family Practice",1
"FL","MD","Infectious Disease",1
"IL","MS, PA-C","Physician Assistant",0
"OH","D.O.","Rheumatology",1
"TX","D.D.S.,M.D","Oral Surgery (dentists only)",1
"GA","M.D.","Plastic and Reconstructive Surgery",1
"NV","MD","Internal Medicine",1
"ID","M.D.","Family Practice",1
"RI","DMD","Oral Surgery (dentists only)",1
"PR","M.D.","General Practice",0
"MO","D.D.S.","Dentist",1
"DC","MD","Internal Medicine",1
"AL","DO","Family Practice",1
"KS","DO","Allergy/Immunology",0
"AL","M. D.","Psychiatry",0
"MT","DO","Interventional Pain Management",1
"PA","DO","Family Practice",1
"CA","M.D.","Family Practice",1
"MS","MD","Urology",1
"IL","D.O.","Internal Medicine",0
"NJ","MD","Nephrology",1
"TN","M.D.","Cardiology",0
"PA","MB CHB","General Surgery",1
"CA","M.D.","Pediatric Medicine",0
"VA","MD","Radiation Oncology",0
"NM","M.D.","Urology",1
"NC","FNP-BC, WHNP-BC","Nurse Practitioner",0
"CA","MD","Internal Medicine",0
